text,asin
"These are really very good for the money.  I wear them in the gym and on the trail. They stay in, sweat and motion doesn't bother them. The instructions say not to charge them over night, but I do almost constantly and they still work. They're easy to turn on and off and they pair instantly with my Apple Watch 4. Its also easy answer phone calls.",B01G8JO5F2
"I bought two pair of these in September of 2017, one for me and one for my wife.  We both loved the sound quality but both of us had issues with the fit, for me, the left ear bud would always slip, the right was great.  Recently, however, the volume/skip buttons on my wife's set fell out.  They still work, she just can't change volume or song from the earbud.  Mine won't charge.  I have tried several different cords but nothing works.  The battery died and there is nothing I can do.  They were pretty reasonable but for $30ish I would like them to last a few years more.",B01G8JO5F2
Exercise,B01G8JO5F2
Very nice quality and sound for the price.. I use them at the gym everyday and they stay in my ears when I'm working out.,B01G8JO5F2
"I just received it. It did NOT come with a Short Charging cable! The wallet card is unnecessary, a cable would have been great! This was probably a previously returned item that I received. Cant charge them so I currently dont know how they work.",B01G8JO5F2
"These are great, i recently bought some ear buds that have a rechargable case as replacements, but they're trash compared to these.",B01G8JO5F2
"Because I'm contractor in carpentry it allows me to listen with cords getting way while working. Also it great for keeping my phone safe while working, can leave 25ft plus away .",B01G8JO5F2
Good,B01G8JO5F2
"Believe it or not, this head set is much better than a lot of other sets worth over 100 $, I bought 5 of those and i still couldnt find one that would be as loud as this one.",B01G8JO5F2
This is my first set of wireless earphones and they are much better than I thought was possible without wires. The only problem I noticed while out walking is that the music I was listening to would cut out intermittently. Not a major problem but noticeable. The noise cancellation is a lot better than on other wired earphones I own.,B01G8JO5F2
"I lost my first pair but loved it so much I had to get another. My second pair did not work, but I was able to replace it using their warranty.",B01G8JO5F2
Those headphones has not noise cancelling!!! I bought the same many months ago and after many time using it I broke it so I had to replace it buying for the same brand and model and everything is the same.<br /><br />Otherwise I bought it because I really like the sound of those not for noise cancelling,B01G8JO5F2
Work great sound great with a great price,B01G8JO5F2
I love these!!! I use them at the gym and so far sweat hasn’t damaged anything. I love the volume control on the headphones itself so handy!,B01G8JO5F2
"Great head phones, reasonable price and I love that there are multiple ear bud sizes. I hate having anything pushing into my ear canal but the small huds work great and are very comfortable!",B01G8JO5F2
Lasted a while and the left headphone went out. They were cheap so it didn’t matter all that much. Quality is decent but didn’t last,B01G8JO5F2
Usb port for charging broke off,B01G8JO5F2
me encantan tiene muy buen sonido,B01G8JO5F2
i liked the price and the product,B01G8JO5F2
It is great not to be tethered to a device.  I am amazed at how far away I can get from my tablet and still hear the sound perfectly.,B01G8JO5F2
"I've had these headphones for almost two years and they've finally died on me. For the first few months they were great, but gradually the bluetooth connection got weaker, battery life decreased where I had to charge it every day, and sound quality lagged. I held on trying to factory reset and save money for something better, but had to write this review because now it's completely not working.",B01G8JO5F2
I just had my third pair die on me. I take good care of them. They just don't last.,B01G8JO5F2
Great value,B01G8JO5F2
"Ok sound quality, but for some reason wnot stay firmly in place, I continuously keep reseat them.",B01G8JO5F2
"The sound quality is perfect as well as noise cancellation. Battery life is on average also. The only concern when using this product is depending on size of ears. Smaller ears have a hard time fixing it. Because of the design of the product itself, it makes it harder to enjoy the music since it usually falls off my ears.",B01G8JO5F2
Love them. They are great for running and you can’t beat the price.,B01G8JO5F2
